Word,Similarity
접종,0.7666283845901489
코로나,0.7223308086395264
국내,0.6959530115127563
부작용,0.6625203490257263
대한민국,0.6462867259979248
19,0.581623911857605
이상,0.5723792314529419
전,0.5410518646240234
개발,0.5395907759666443
안내,0.5075467824935913
예약,0.4972839951515198
주의,0.4955196678638458
방법,0.4951061010360718
화이자,0.49470674991607666
국민,0.49412524700164795
AZ,0.49211788177490234
미만,0.49193423986434937
사항,0.4917086362838745
시기,0.4876249432563782
대상,0.4863540828227997
아스트라제네카,0.4825808107852936
상관없다,0.48159557580947876
과정,0.4812900424003601
시작됬습니다,0.4803730249404907
이다,0.4787691533565521
참고,0.4779912829399109
zero,0.4778701364994049
세계,0.4758246839046478
시작,0.47473761439323425
포함,0.4734492897987366
임신부,0.47245943546295166
사전,0.46825236082077026
임상시험,0.46537959575653076
나이,0.4604843854904175
맞다,0.4549013376235962
예방,0.4406595230102539
소아,0.44043827056884766
분기,0.4385049343109131
괜찮다,0.4350704550743103
오늘,0.4326170086860657
횟수,0.429282546043396
바이러스,0.4285612106323242
순서,0.4241277575492859
얀센,0.423700749874115
사람과,0.4190879464149475
반응,0.41867780685424805
청소년,0.4172684848308563
우선순위,0.39960160851478577
출처,0.3993590474128723
음주,0.3863093852996826
후,0.3829532265663147
안,0.3822253346443176
크다,0.3817310929298401
신청,0.3777626156806946
효과,0.3775205910205841
아래,0.37314143776893616
일,0.37021225690841675
요,0.3674542307853699
피해,0.36633068323135376
사망,0.3656730651855469
증상,0.36528459191322327
감염,0.356974720954895
보상,0.35553890466690063
접촉,0.3547937273979187
샤워,0.35183143615722656
의사,0.348066508769989
재난,0.3447391986846924
대하다,0.34413576126098633
나오다,0.34103283286094666
종사자,0.3380146920681
문제,0.3285011649131775
관련,0.3275207281112671
경우,0.3251529633998871
잔여,0.3236769437789917
상황,0.32153353095054626
시간,0.31548118591308594
시설,0.3143237829208374
걸리다,0.3118118345737457
질병,0.31179994344711304
적다,0.3116411566734314
보다,0.308069109916687
걱정,0.30345019698143005
확인,0.3026795983314514
정도,0.30228322744369507
핵산,0.3012205958366394
다르다,0.2974326014518738
기관,0.2971378564834595
네이버,0.29689013957977295
힘들다,0.29635244607925415
사람,0.2957937717437744
가다,0.2937139570713043
혈전,0.29160335659980774
동안,0.2885725498199463
사례,0.28566795587539673
그렇다,0.28445640206336975
n,0.28362298011779785
의료,0.28251755237579346
확진,0.2807786464691162
내용,0.28012847900390625
질환자,0.27837660908699036
항체,0.2769412696361542
많다,0.27613210678100586
약,0.27339968085289
http,0.26750558614730835
좋다,0.26549285650253296
상담,0.26477527618408203
따르다,0.26445430517196655
지원금,0.262703001499176
알레르기,0.2603776454925537
복용,0.25952041149139404
먹다,0.25906339287757874
같다,0.2582610249519348
들다,0.2578108012676239
보이다,0.25683140754699707
RNA,0.2567020654678345
바라다,0.25599798560142517
그러다,0.2551860511302948
겁,0.2509528398513794
암,0.24222056567668915
니다,0.23843835294246674
통하다,0.23832064867019653
줄이다,0.2351863980293274
높다,0.23433081805706024
말,0.2339971363544464
생기다,0.2304752767086029
레노,0.23019939661026
필요,0.22943054139614105
인하다,0.22348275780677795
드리다,0.22194798290729523
EC,0.22035758197307587
정부,0.22021104395389557
마스크,0.2191597819328308
병원,0.21607832610607147
https,0.21585889160633087
주사,0.21470658481121063
심하다,0.2132757306098938
참다,0.21108825504779816
기저,0.2099538892507553
B,0.20987245440483093
위하다,0.20769748091697693
생각,0.20756256580352783
면역,0.20679110288619995
입,0.2058568000793457
약물,0.2051696926355362
채택,0.20438896119594574
EB,0.2002360075712204
미국,0.19939351081848145
인체,0.1992778331041336
타이,0.19808760285377502
진통제,0.19806599617004395
감기,0.19025889039039612
몸,0.19025784730911255
두기,0.18927724659442902
부위,0.1852904111146927
운동,0.18131282925605774
알리다,0.18118736147880554
쓰다,0.17841693758964539
거리,0.1774645894765854
정리,0.17354945838451385
만들다,0.17281055450439453
면역력,0.17229068279266357
나타나다,0.17216002941131592
부탁,0.17103134095668793
단계,0.16791418194770813
유지,0.1655583530664444
질환,0.16523195803165436
환자,0.1633598804473877
세포,0.15682588517665863
정보,0.15624527633190155
발생,0.15386414527893066
건강,0.15371522307395935
답변,0.15246379375457764
성분,0.15095026791095734
상태,0.15069875121116638
때,0.1506321132183075
기능,0.14878717064857483
쉽다,0.14692652225494385
사용,0.143275648355484
사회,0.13337406516075134
검사,0.13218548893928528
알다,0.125574991106987
아프다,0.11905255913734436
척추,0.1179865226149559
손상,0.11571040749549866
도움,0.11405067145824432
일반,0.1069837287068367
물질,0.10520000010728836
항암,0.1033329889178276
발열,0.10084947943687439
치료,0.09491562843322754
관리,0.09352228045463562
두통,0.08142656832933426
정상,0.07629712671041489
피부,0.0743095651268959
증,0.059502750635147095
받다,0.05538235604763031
통증,0.0473078116774559
원인,0.04273955523967743
기침,0.03483089059591293
진단,0.031143303960561752
