Word,Similarity
국내,0.8409033417701721
아스트라제네카,0.8395311832427979
모더나,0.8256729245185852
화이자,0.8203409910202026
접종,0.8182276487350464
예방,0.8097661137580872
효과,0.8063122630119324
시기,0.7923438549041748
임상,0.7865339517593384
부작용,0.7843987345695496
맞다,0.7840691804885864
횟수,0.7706652283668518
나이,0.7696006298065186
우선순위,0.7657796144485474
시작,0.7490057945251465
순서,0.743973433971405
대한민국,0.7399152517318726
개발,0.7302167415618896
치료제,0.7237998247146606
국민,0.7012865543365479
공급,0.7006427049636841
예약,0.6974546909332275
확인,0.6960994601249695
러시아,0.6960245966911316
실험,0.695436954498291
전,0.6852771639823914
후,0.6823427677154541
생산,0.681814968585968
과정,0.6815109252929688
걸리다,0.6776938438415527
임상시험,0.6646747589111328
임신부,0.663087010383606
내년,0.6492757797241211
정도,0.6484596133232117
좋다,0.648034930229187
방법,0.6446707248687744
나오다,0.6412532329559326
같다,0.6386985182762146
영국,0.6374474167823792
따르다,0.6354057788848877
대상,0.6342229247093201
만들다,0.6331163644790649
경우,0.6326283812522888
관련,0.6325864195823669
잔여,0.6324904561042786
코로나,0.6323084235191345
참고,0.6311885714530945
그렇다,0.6280592679977417
들다,0.6280153393745422
사용,0.6276308298110962
이다,0.6203288435935974
시간,0.6165256500244141
zero,0.6144486665725708
어렵다,0.6130995750427246
바이러스,0.6076503396034241
보이다,0.604403018951416
겁,0.5995452404022217
미국,0.5937371253967285
필요,0.5931015014648438
뉴스,0.585845947265625
많다,0.581303060054779
요,0.5778119564056396
통하다,0.5760356187820435
보다,0.5743653178215027
미만,0.5730398893356323
위하다,0.5691967606544495
우리나라,0.5668642520904541
네이버,0.5644119381904602
발표,0.5621652007102966
아래,0.5587496757507324
세계,0.5492770671844482
상황,0.5476808547973633
니다,0.5433114171028137
알다,0.5416789650917053
발생,0.5403909683227539
국가,0.5380538702011108
모르다,0.5377444624900818
말,0.5297831296920776
소아,0.5291186571121216
포함,0.5209430456161499
나라,0.5206488966941833
대하다,0.5201212167739868
19,0.5158251523971558
받다,0.5154435634613037
중국,0.5072965621948242
생각,0.5054876804351807
때,0.48005664348602295
일,0.4793902337551117
그러다,0.47818395495414734
사망,0.47744259238243103
http,0.47574812173843384
내용,0.4701099991798401
분기,0.4692191481590271
가다,0.4668654799461365
청소년,0.4658104181289673
크다,0.4651595950126648
정보,0.4604984521865845
도움,0.45966991782188416
이상,0.4542279839515686
안내,0.441929429769516
신청,0.42336249351501465
문제,0.41850417852401733
안,0.41469234228134155
한국,0.40991100668907166
사람,0.3900294005870819
북한,0.3894352912902832
쓰다,0.38040515780448914
대통령,0.3726962208747864
문재인,0.3707881569862366
드리다,0.36813318729400635
추가,0.3625372052192688
답변,0.3542574644088745
경제,0.3495224118232727
지원금,0.3426527678966522
입,0.33520519733428955
재난,0.33340543508529663
종사자,0.3203684389591217
마스크,0.3041742444038391
the,0.29335206747055054
방역,0.2859257459640503
감염,0.27556169033050537
지원,0.2726500630378723
정부,0.2661028504371643
n,0.26305219531059265
https,0.25951746106147766
확진,0.24585072696208954
단계,0.22009976208209991
v,0.21942798793315887
시설,0.21591107547283173
지역,0.2153497189283371
newsvdaumnet,0.20862999558448792
기준,0.20415735244750977
검사,0.18908657133579254
두기,0.1854044795036316
거리,0.17991097271442413
사회,0.136366605758667
교회,0.09954744577407837
